return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount,return_status
RET105752,ORD1056341,CUST122059,PROD10072,2025-05-15,Product not as expected,30920.0,Refund Completed
RET105753,ORD1056341,CUST122059,PROD10403,2025-05-18,Quality issue,7876.4,Refund Completed
RET105754,ORD1056358,CUST121661,PROD10417,2025-04-09,Size issue,5016.0,Refund Completed
RET105755,ORD1056358,CUST121661,PROD10262,2025-04-04,Product not as expected,1510.5,Refund Completed
RET105756,ORD1056358,CUST121661,PROD10225,2025-04-09,Product damaged,418.0,Refund Completed
RET105757,ORD1056388,CUST109282,PROD10193,2025-11-15,Size issue,1306.5,Refund Completed
RET105758,ORD1056393,CUST107877,PROD10070,2023-12-10,Size issue,0.0,Rejected
RET105759,ORD1056393,CUST107877,PROD10333,2023-12-16,Product not as expected,76284.0,Refund Completed
RET105760,ORD1056403,CUST121057,PROD10403,2025-01-10,Size issue,5785.5,Refund Completed
RET105761,ORD1056409,CUST111879,PROD10246,2025-12-25,Other,92470.0,Refund Completed
RET105762,ORD1056409,CUST111879,PROD10129,2025-12-20,Wrong product,2016.7,Refund Completed
RET105763,ORD1056434,CUST113429,PROD10048,2024-03-21,Wrong product,1442.0,Refund Completed
RET105764,ORD1056437,CUST103323,PROD10072,2023-06-16,Size issue,26900.4,Refund Completed
RET105765,ORD1056437,CUST103323,PROD10417,2023-06-28,Product not as expected,7128.0,Refund Completed
RET105766,ORD1056437,CUST103323,PROD10211,2023-06-26,Late delivery,432.0,Refund Completed
RET105767,ORD1056437,CUST103323,PROD10124,2023-06-27,Size issue,1260.0,Refund Completed
RET105768,ORD1056443,CUST115367,PROD10203,2024-09-02,Wrong product,17884.8,Refund Completed
RET105769,ORD1056447,CUST111351,PROD10481,2023-04-24,Product not as expected,0.0,Rejected
RET105770,ORD1056448,CUST124552,PROD10236,2025-02-25,Size issue,22044.3,Refund Completed
RET105771,ORD1056473,CUST113053,PROD10548,2024-07-21,Wrong product,2520.0,Refund Completed
RET105772,ORD1056473,CUST113053,PROD10203,2024-07-14,Wrong product,0.0,Rejected
RET105773,ORD1056488,CUST109725,PROD10236,2025-12-31,Late delivery,0.0,Pending
RET105774,ORD1056490,CUST105160,PROD10394,2024-06-23,Changed mind,1312.0,Refund Completed
RET105775,ORD1056498,CUST116566,PROD10161,2025-08-08,Changed mind,17520.0,Refund Completed
RET105776,ORD1056503,CUST120098,PROD10367,2025-12-03,Quality issue,798.0,Approved
RET105777,ORD1056503,CUST120098,PROD10054,2025-12-10,Late delivery,32325.15,Approved
RET105778,ORD1056503,CUST120098,PROD10488,2025-11-30,Quality issue,5333.2,Refund Completed
RET105779,ORD1056523,CUST102091,PROD10404,2025-12-31,Changed mind,6438.6,Approved
RET105780,ORD1056523,CUST102091,PROD10366,2025-12-31,Size issue,742.5,Approved
RET105781,ORD1056526,CUST104848,PROD10236,2023-12-06,Other,13726.4,Refund Completed
RET105782,ORD1056552,CUST122720,PROD10231,2025-05-28,Other,27350.0,Refund Completed
RET105783,ORD1056555,CUST115152,PROD10304,2023-06-25,Late delivery,5880.0,Refund Completed
RET105784,ORD1056559,CUST114679,PROD10406,2025-12-24,Product not as expected,1805.0,Approved
RET105785,ORD1056564,CUST110344,PROD10102,2025-12-31,Late delivery,15031.1,Refund Completed
RET105786,ORD1056580,CUST119583,PROD10155,2024-12-09,Product not as expected,2320.0,Refund Completed
RET105787,ORD1056580,CUST119583,PROD10355,2024-12-02,Changed mind,11760.0,Refund Completed
RET105788,ORD1056586,CUST118109,PROD10021,2025-01-13,Wrong product,874.0,Refund Completed
RET105789,ORD1056586,CUST118109,PROD10455,2025-01-23,Wrong product,224.4,Refund Completed
RET105790,ORD1056591,CUST104180,PROD10367,2023-09-23,Changed mind,4275.0,Refund Completed
RET105791,ORD1056595,CUST105655,PROD10221,2023-09-21,Quality issue,1435.6,Refund Completed
RET105792,ORD1056597,CUST114752,PROD10078,2025-03-21,Changed mind,1741.95,Approved
RET105793,ORD1056608,CUST121201,PROD10531,2025-08-13,Size issue,2660.5,Refund Completed
RET105794,ORD1056612,CUST118830,PROD10246,2025-12-24,Wrong product,168427.5,Approved
RET105795,ORD1056614,CUST106234,PROD10445,2024-08-06,Product not as expected,120820.0,Refund Completed
RET105796,ORD1056618,CUST103360,PROD10050,2025-10-01,Product not as expected,1161.0,Refund Completed
RET105797,ORD1056674,CUST121073,PROD10529,2023-04-12,Wrong product,116.4,Refund Completed
RET105798,ORD1056685,CUST119942,PROD10466,2025-12-26,Wrong product,10203.7,Refund Completed
RET105799,ORD1056696,CUST104148,PROD10417,2025-06-30,Quality issue,7286.4,Refund Completed
RET105800,ORD1056696,CUST104148,PROD10327,2025-06-26,Changed mind,1767.0,Refund Completed
RET105801,ORD1056717,CUST105495,PROD10348,2024-05-17,Quality issue,6090.4,Refund Completed
RET105802,ORD1056717,CUST105495,PROD10343,2024-05-16,Size issue,0.0,Rejected
RET105803,ORD1056743,CUST100305,PROD10231,2023-01-21,Quality issue,7329.8,Approved
RET105804,ORD1056743,CUST100305,PROD10187,2023-01-30,Changed mind,0.0,Pending
RET105805,ORD1056743,CUST100305,PROD10383,2023-01-31,Late delivery,0.0,Pending
RET105806,ORD1056782,CUST118246,PROD10322,2023-12-01,Size issue,323.4,Approved
RET105807,ORD1056787,CUST107427,PROD10112,2024-12-17,Changed mind,1822.8,Refund Completed
RET105808,ORD1056788,CUST108333,PROD10267,2023-10-25,Changed mind,4920.0,Refund Completed
RET105809,ORD1056788,CUST108333,PROD10387,2023-10-22,Quality issue,6863.7,Refund Completed
RET105810,ORD1056793,CUST107487,PROD10366,2025-12-22,Product damaged,0.0,Rejected
RET105811,ORD1056793,CUST107487,PROD10548,2025-12-24,Quality issue,1648.5,Approved
RET105812,ORD1056799,CUST119192,PROD10488,2025-11-02,Late delivery,1731.3,Refund Completed
RET105813,ORD1056811,CUST118486,PROD10225,2023-06-09,Quality issue,220.0,Approved
RET105814,ORD1056811,CUST118486,PROD10052,2023-06-16,Product damaged,1367.7,Refund Completed
RET105815,ORD1056831,CUST123936,PROD10394,2024-10-11,Quality issue,410.0,Refund Completed
RET105816,ORD1056852,CUST102854,PROD10025,2024-02-06,Size issue,2550.0,Refund Completed
RET105817,ORD1056852,CUST102854,PROD10301,2024-01-31,Product not as expected,0.0,Rejected
RET105818,ORD1056861,CUST119228,PROD10007,2025-04-03,Size issue,391.5,Approved
RET105819,ORD1056861,CUST119228,PROD10541,2025-04-03,Size issue,270.0,Refund Completed
RET105820,ORD1056885,CUST114568,PROD10031,2025-09-14,Size issue,0.0,Rejected
RET105821,ORD1056885,CUST114568,PROD10101,2025-09-19,Late delivery,1801.8,Refund Completed
RET105822,ORD1056885,CUST114568,PROD10078,2025-09-15,Size issue,1264.0,Refund Completed
RET105823,ORD1056910,CUST107830,PROD10454,2025-02-21,Quality issue,720.0,Refund Completed
RET105824,ORD1056931,CUST116273,PROD10203,2025-12-04,Product damaged,55890.0,Refund Completed
RET105825,ORD1056931,CUST116273,PROD10509,2025-12-02,Changed mind,3210.0,Refund Completed
RET105826,ORD1056931,CUST116273,PROD10390,2025-12-01,Product not as expected,1057.5,Refund Completed
RET105827,ORD1056944,CUST120739,PROD10490,2024-04-04,Size issue,2997.0,Refund Completed
RET105828,ORD1056944,CUST120739,PROD10341,2024-04-01,Size issue,1070.85,Refund Completed
RET105829,ORD1056944,CUST120739,PROD10078,2024-04-06,Other,1422.0,Approved
RET105830,ORD1056956,CUST105519,PROD10429,2023-10-08,Product not as expected,864.0,Refund Completed
RET105831,ORD1056980,CUST103636,PROD10236,2025-11-26,Late delivery,10444.0,Refund Completed
RET105832,ORD1057011,CUST113764,PROD10216,2025-08-21,Changed mind,756.6,Approved
RET105833,ORD1057014,CUST108901,PROD10403,2025-12-14,Wrong product,4060.0,Refund Completed
RET105834,ORD1057022,CUST119958,PROD10341,2024-07-13,Product damaged,2722.5,Refund Completed
RET105835,ORD1057036,CUST117575,PROD10015,2025-09-01,Size issue,59622.0,Refund Completed
RET105836,ORD1057056,CUST101078,PROD10033,2024-10-16,Size issue,8058.0,Refund Completed
RET105837,ORD1057068,CUST122599,PROD10292,2025-03-02,Late delivery,7252.0,Refund Completed
RET105838,ORD1057089,CUST109543,PROD10341,2024-10-23,Product damaged,2299.0,Refund Completed
RET105839,ORD1057136,CUST114443,PROD10021,2025-12-08,Wrong product,2764.5,Approved
RET105840,ORD1057136,CUST114443,PROD10255,2025-12-06,Changed mind,1140.0,Refund Completed
RET105841,ORD1057167,CUST103323,PROD10305,2023-06-25,Wrong product,3840.0,Refund Completed
RET105842,ORD1057199,CUST101925,PROD10335,2023-09-14,Quality issue,2120.0,Refund Completed
RET105843,ORD1057211,CUST101043,PROD10186,2025-03-08,Size issue,22350.0,Refund Completed
RET105844,ORD1057212,CUST110273,PROD10203,2024-01-08,Wrong product,22356.0,Refund Completed
RET105845,ORD1057216,CUST121516,PROD10179,2024-12-13,Quality issue,7820.0,Refund Completed
RET105846,ORD1057230,CUST112523,PROD10341,2024-11-14,Wrong product,2299.0,Refund Completed
RET105847,ORD1057230,CUST112523,PROD10510,2024-11-09,Quality issue,4370.0,Refund Completed
RET105848,ORD1057245,CUST114516,PROD10031,2024-11-25,Late delivery,6111.0,Refund Completed
RET105849,ORD1057245,CUST114516,PROD10346,2024-11-22,Product not as expected,900.0,Refund Completed
RET105850,ORD1057250,CUST113852,PROD10341,2025-12-31,Late delivery,810.7,Refund Completed
RET105851,ORD1057258,CUST103454,PROD10469,2025-11-26,Product damaged,615.0,Approved
RET105852,ORD1057283,CUST123771,PROD10117,2024-06-03,Size issue,964.65,Refund Completed
RET105853,ORD1057284,CUST100893,PROD10317,2025-10-26,Size issue,328.0,Refund Completed
RET105854,ORD1057284,CUST100893,PROD10394,2025-10-29,Late delivery,656.0,Refund Completed
RET105855,ORD1057289,CUST123840,PROD10348,2025-11-27,Changed mind,6421.4,Refund Completed
RET105856,ORD1057289,CUST123840,PROD10246,2025-12-03,Product not as expected,132100.0,Refund Completed
RET105857,ORD1057316,CUST101531,PROD10327,2025-05-14,Size issue,2148.3,Refund Completed
RET105858,ORD1057316,CUST101531,PROD10378,2025-05-22,Other,536.0,Approved
RET105859,ORD1057331,CUST117545,PROD10445,2025-05-12,Changed mind,302050.0,Refund Completed
RET105860,ORD1057347,CUST109828,PROD10333,2025-12-29,Quality issue,14197.3,Refund Completed
RET105861,ORD1057350,CUST102500,PROD10454,2025-10-25,Product damaged,2217.6,Refund Completed
RET105862,ORD1057358,CUST108231,PROD10341,2025-02-09,Quality issue,4840.0,Refund Completed
RET105863,ORD1057365,CUST117107,PROD10449,2025-11-20,Changed mind,15892.8,Refund Completed
RET105864,ORD1057366,CUST120947,PROD10171,2023-12-14,Wrong product,1044.0,Approved
RET105865,ORD1057369,CUST108089,PROD10203,2025-11-23,Size issue,36514.8,Refund Completed
RET105866,ORD1057372,CUST121813,PROD10031,2024-04-25,Changed mind,2945.25,Refund Completed
RET105867,ORD1057383,CUST104027,PROD10092,2024-03-06,Quality issue,4600.0,Refund Completed
RET105868,ORD1057383,CUST104027,PROD10367,2024-02-27,Size issue,2211.6,Refund Completed
RET105869,ORD1057398,CUST103039,PROD10382,2025-01-26,Product damaged,1400.0,Refund Completed
RET105870,ORD1057398,CUST103039,PROD10016,2025-01-21,Product not as expected,3080.0,Refund Completed
RET105871,ORD1057402,CUST100731,PROD10207,2025-09-07,Size issue,730.05,Refund Completed
RET105872,ORD1057402,CUST100731,PROD10031,2025-09-11,Size issue,4851.0,Refund Completed
RET105873,ORD1057413,CUST103381,PROD10387,2025-01-13,Product damaged,4110.0,Refund Completed
RET105874,ORD1057421,CUST110380,PROD10203,2025-08-16,Size issue,17015.4,Refund Completed
RET105875,ORD1057434,CUST122422,PROD10051,2025-03-20,Changed mind,7035.0,Refund Completed
RET105876,ORD1057434,CUST122422,PROD10333,2025-03-18,Product damaged,62298.6,Refund Completed
RET105877,ORD1057442,CUST110420,PROD10272,2024-08-01,Product damaged,981.0,Refund Completed
RET105878,ORD1057442,CUST110420,PROD10031,2024-07-29,Product not as expected,5575.5,Approved
RET105879,ORD1057446,CUST112148,PROD10273,2023-08-25,Size issue,7992.8,Approved
RET105880,ORD1057456,CUST119374,PROD10367,2025-05-26,Quality issue,0.0,Pending
RET105881,ORD1057463,CUST108008,PROD10403,2025-12-03,Quality issue,4993.8,Refund Completed
RET105882,ORD1057483,CUST109589,PROD10386,2023-08-25,Quality issue,370.0,Approved
RET105883,ORD1057483,CUST109589,PROD10417,2023-09-02,Quality issue,2640.0,Approved
RET105884,ORD1057483,CUST109589,PROD10525,2023-08-30,Quality issue,3200.0,Refund Completed
RET105885,ORD1057484,CUST103821,PROD10505,2024-08-23,Product damaged,4333.2,Refund Completed
RET105886,ORD1057484,CUST103821,PROD10231,2024-08-14,Changed mind,8752.0,Refund Completed
RET105887,ORD1057487,CUST103024,PROD10176,2023-11-08,Changed mind,23220.0,Refund Completed
RET105888,ORD1057492,CUST100222,PROD10335,2025-03-19,Changed mind,1950.4,Refund Completed
RET105889,ORD1057499,CUST111534,PROD10317,2024-06-15,Wrong product,697.0,Refund Completed
RET105890,ORD1057501,CUST123677,PROD10126,2025-06-08,Size issue,0.0,Pending
RET105891,ORD1057529,CUST101885,PROD10174,2024-11-04,Quality issue,3570.0,Refund Completed
RET105892,ORD1057529,CUST101885,PROD10471,2024-11-10,Wrong product,170.0,Refund Completed
RET105893,ORD1057556,CUST107062,PROD10488,2025-05-22,Product damaged,1691.5,Refund Completed
RET105894,ORD1057566,CUST112076,PROD10031,2025-07-28,Changed mind,6804.0,Approved
RET105895,ORD1057600,CUST118252,PROD10488,2025-12-26,Product damaged,0.0,Rejected
RET105896,ORD1057614,CUST121699,PROD10362,2023-12-23,Changed mind,9286.2,Refund Completed
RET105897,ORD1057617,CUST103264,PROD10394,2025-11-09,Size issue,574.0,Refund Completed
RET105898,ORD1057634,CUST100147,PROD10548,2025-03-07,Product not as expected,1358.0,Refund Completed
RET105899,ORD1057645,CUST120720,PROD10067,2024-12-03,Quality issue,1497.2,Approved
RET105900,ORD1057654,CUST105027,PROD10286,2023-05-19,Product not as expected,1455.0,Refund Completed
RET105901,ORD1057670,CUST119207,PROD10023,2024-02-09,Changed mind,2589.9,Refund Completed
RET105902,ORD1057684,CUST101524,PROD10248,2024-02-25,Product damaged,621.0,Refund Completed
RET105903,ORD1057689,CUST100983,PROD10499,2024-01-12,Size issue,434.0,Approved
RET105904,ORD1057691,CUST100442,PROD10526,2024-11-03,Quality issue,19620.0,Approved
RET105905,ORD1057723,CUST102210,PROD10488,2024-02-01,Product damaged,0.0,Rejected
RET105906,ORD1057734,CUST110954,PROD10376,2025-10-28,Size issue,0.0,Pending
RET105907,ORD1057748,CUST109670,PROD10348,2024-01-17,Quality issue,6421.4,Refund Completed
RET105908,ORD1057748,CUST109670,PROD10417,2024-01-25,Late delivery,7920.0,Refund Completed
RET105909,ORD1057749,CUST113347,PROD10035,2024-03-25,Changed mind,2574.8,Refund Completed
RET105910,ORD1057749,CUST113347,PROD10031,2024-03-29,Changed mind,5355.0,Approved
RET105911,ORD1057750,CUST104430,PROD10498,2023-08-17,Changed mind,5420.0,Refund Completed
RET105912,ORD1057766,CUST106005,PROD10094,2024-05-05,Quality issue,984.9,Refund Completed
RET105913,ORD1057785,CUST109832,PROD10173,2023-09-13,Size issue,6210.0,Refund Completed
RET105914,ORD1057786,CUST117205,PROD10031,2023-10-30,Quality issue,2677.5,Refund Completed
RET105915,ORD1057803,CUST110122,PROD10417,2025-10-20,Size issue,0.0,Pending
RET105916,ORD1057803,CUST110122,PROD10051,2025-10-27,Other,9098.6,Approved
RET105917,ORD1057804,CUST118117,PROD10488,2025-12-15,Changed mind,5790.9,Refund Completed
RET105918,ORD1057811,CUST121157,PROD10051,2025-08-08,Wrong product,6753.6,Refund Completed
RET105919,ORD1057832,CUST122207,PROD10067,2024-10-10,Wrong product,1444.0,Refund Completed
RET105920,ORD1057846,CUST114320,PROD10425,2023-08-07,Wrong product,2127.6,Refund Completed
RET105921,ORD1057855,CUST122239,PROD10403,2024-10-05,Product damaged,1898.05,Approved
RET105922,ORD1057856,CUST114973,PROD10322,2025-01-19,Changed mind,243.6,Refund Completed
RET105923,ORD1057856,CUST114973,PROD10246,2025-01-18,Product damaged,178335.0,Refund Completed
RET105924,ORD1057873,CUST118694,PROD10028,2025-03-12,Size issue,1520.0,Refund Completed
RET105925,ORD1057883,CUST106320,PROD10135,2024-04-21,Changed mind,1891.2,Refund Completed
RET105926,ORD1057886,CUST100268,PROD10078,2025-11-12,Product not as expected,1943.4,Refund Completed
RET105927,ORD1057886,CUST100268,PROD10403,2025-11-19,Wrong product,3451.0,Refund Completed
RET105928,ORD1057886,CUST100268,PROD10316,2025-11-11,Product damaged,527.0,Refund Completed
RET105929,ORD1057973,CUST110324,PROD10535,2024-05-10,Size issue,0.0,Pending
RET105930,ORD1057983,CUST113576,PROD10236,2025-08-10,Wrong product,25364.0,Approved
RET105931,ORD1058018,CUST108178,PROD10231,2024-04-03,Quality issue,15753.6,Approved
RET105932,ORD1058031,CUST105229,PROD10100,2023-07-04,Changed mind,22395.0,Refund Completed
RET105933,ORD1058056,CUST124738,PROD10231,2025-12-15,Wrong product,8040.9,Refund Completed
RET105934,ORD1058078,CUST114278,PROD10372,2025-11-07,Product damaged,3780.0,Refund Completed
RET105935,ORD1058127,CUST118982,PROD10155,2025-03-12,Changed mind,2320.0,Refund Completed
RET105936,ORD1058127,CUST118982,PROD10498,2025-03-16,Quality issue,8130.0,Approved
RET105937,ORD1058150,CUST108051,PROD10211,2024-03-16,Quality issue,1418.4,Approved
RET105938,ORD1058155,CUST103629,PROD10499,2024-06-18,Quality issue,217.0,Approved
RET105939,ORD1058172,CUST118194,PROD10335,2025-05-18,Wrong product,1908.0,Refund Completed
RET105940,ORD1058178,CUST124007,PROD10498,2023-07-22,Product damaged,0.0,Pending
RET105941,ORD1058186,CUST100219,PROD10246,2025-09-23,Product damaged,105680.0,Refund Completed
RET105942,ORD1058186,CUST100219,PROD10311,2025-09-21,Product damaged,1884.0,Refund Completed
RET105943,ORD1058186,CUST100219,PROD10004,2025-09-22,Product damaged,569.8,Refund Completed
RET105944,ORD1058189,CUST118075,PROD10228,2025-09-14,Product not as expected,588.0,Approved
RET105945,ORD1058189,CUST118075,PROD10155,2025-09-15,Quality issue,3886.0,Refund Completed
RET105946,ORD1058193,CUST120158,PROD10403,2025-11-21,Product not as expected,4780.65,Refund Completed
RET105947,ORD1058200,CUST108630,PROD10187,2024-03-26,Changed mind,256.1,Approved
RET105948,ORD1058202,CUST103288,PROD10362,2025-11-22,Late delivery,0.0,Pending
RET105949,ORD1058202,CUST103288,PROD10258,2025-11-19,Quality issue,0.0,Pending
RET105950,ORD1058238,CUST102018,PROD10208,2023-03-28,Quality issue,1543.5,Refund Completed
RET105951,ORD1058241,CUST113935,PROD10317,2024-05-17,Product not as expected,725.7,Refund Completed
RET105952,ORD1058247,CUST111793,PROD10239,2024-03-14,Quality issue,1402.5,Approved
RET105953,ORD1058248,CUST116742,PROD10231,2025-09-02,Changed mind,5305.9,Refund Completed
RET105954,ORD1058257,CUST113298,PROD10341,2024-05-12,Quality issue,0.0,Rejected
RET105955,ORD1058257,CUST113298,PROD10118,2024-05-13,Product damaged,2689.05,Refund Completed
RET105956,ORD1058257,CUST113298,PROD10059,2024-05-01,Other,12870.0,Approved
RET105957,ORD1058265,CUST108476,PROD10031,2023-06-09,Late delivery,5355.0,Refund Completed
RET105958,ORD1058266,CUST124675,PROD10050,2023-07-16,Size issue,2451.0,Refund Completed
RET105959,ORD1058273,CUST123355,PROD10078,2025-11-23,Other,2334.45,Refund Completed
RET105960,ORD1058274,CUST116315,PROD10101,2025-05-05,Quality issue,546.0,Refund Completed
RET105961,ORD1058302,CUST113645,PROD10112,2025-05-31,Changed mind,1221.4,Approved
RET105962,ORD1058302,CUST113645,PROD10118,2025-05-30,Product not as expected,910.0,Refund Completed
RET105963,ORD1058309,CUST121126,PROD10031,2023-06-01,Size issue,4410.0,Refund Completed
RET105964,ORD1058309,CUST121126,PROD10225,2023-05-28,Size issue,616.0,Refund Completed
RET105965,ORD1058336,CUST111736,PROD10179,2023-03-07,Product not as expected,0.0,Rejected
RET105966,ORD1058336,CUST111736,PROD10420,2023-03-14,Size issue,1722.0,Approved
RET105967,ORD1058342,CUST111269,PROD10341,2024-09-16,Changed mind,2383.7,Approved
RET105968,ORD1058357,CUST101184,PROD10341,2024-03-02,Size issue,4452.8,Approved
RET105969,ORD1058359,CUST110776,PROD10118,2024-03-13,Size issue,1219.4,Refund Completed
RET105970,ORD1058365,CUST119387,PROD10129,2025-12-31,Wrong product,2061.85,Refund Completed
RET105971,ORD1058373,CUST111319,PROD10101,2025-12-03,Changed mind,2223.0,Refund Completed
RET105972,ORD1058398,CUST104204,PROD10251,2025-10-06,Other,0.0,Rejected
RET105973,ORD1058398,CUST104204,PROD10031,2025-10-16,Product damaged,8977.5,Refund Completed
RET105974,ORD1058422,CUST124895,PROD10525,2024-08-17,Changed mind,3040.0,Refund Completed
RET105975,ORD1058422,CUST124895,PROD10202,2024-08-16,Product damaged,2185.0,Refund Completed
RET105976,ORD1058422,CUST124895,PROD10481,2024-08-27,Size issue,14421.0,Refund Completed
RET105977,ORD1058425,CUST121344,PROD10129,2024-03-17,Changed mind,2317.7,Refund Completed
RET105978,ORD1058445,CUST106918,PROD10236,2024-03-27,Product not as expected,10966.2,Refund Completed
RET105979,ORD1058477,CUST114096,PROD10101,2025-10-28,Product damaged,0.0,Pending
RET105980,ORD1058485,CUST112243,PROD10505,2025-11-17,Changed mind,4140.0,Refund Completed
RET105981,ORD1058485,CUST112243,PROD10301,2025-11-17,Changed mind,32070.0,Refund Completed
RET105982,ORD1058485,CUST112243,PROD10531,2025-11-16,Other,9108.3,Refund Completed
RET105983,ORD1058499,CUST122002,PROD10147,2025-07-04,Changed mind,1946.5,Approved
RET105984,ORD1058499,CUST122002,PROD10403,2025-07-11,Product not as expected,0.0,Rejected
RET105985,ORD1058509,CUST110969,PROD10203,2024-08-08,Wrong product,11799.0,Refund Completed
RET105986,ORD1058547,CUST114987,PROD10488,2025-08-24,Product not as expected,3781.0,Refund Completed
RET105987,ORD1058558,CUST104302,PROD10182,2025-07-30,Quality issue,39758.4,Refund Completed
RET105988,ORD1058576,CUST124048,PROD10231,2023-09-19,Changed mind,4102.5,Refund Completed
RET105989,ORD1058581,CUST119174,PROD10050,2024-03-31,Product not as expected,1935.0,Approved
RET105990,ORD1058583,CUST123864,PROD10066,2025-10-19,Changed mind,1533.4,Approved
RET105991,ORD1058593,CUST123997,PROD10030,2024-06-12,Size issue,3330.0,Refund Completed
RET105992,ORD1058598,CUST105749,PROD10067,2025-04-07,Wrong product,1596.0,Refund Completed
RET105993,ORD1058614,CUST112995,PROD10341,2023-10-11,Changed mind,2299.0,Refund Completed
RET105994,ORD1058614,CUST112995,PROD10330,2023-10-04,Product damaged,340.4,Approved
RET105995,ORD1058640,CUST104113,PROD10499,2023-12-21,Quality issue,310.0,Refund Completed
RET105996,ORD1058642,CUST120218,PROD10283,2025-07-22,Changed mind,525.6,Approved
RET105997,ORD1058644,CUST123278,PROD10367,2025-12-31,Product damaged,2245.8,Refund Completed
RET105998,ORD1058644,CUST123278,PROD10117,2025-12-27,Size issue,2147.3,Refund Completed
RET105999,ORD1058644,CUST123278,PROD10067,2025-12-31,Size issue,760.0,Refund Completed
RET106000,ORD1058654,CUST108731,PROD10192,2024-03-29,Size issue,572.3,Refund Completed
RET106001,ORD1058670,CUST106449,PROD10481,2023-05-08,Product not as expected,15180.0,Refund Completed
RET106002,ORD1058677,CUST102107,PROD10435,2025-11-24,Size issue,66486.0,Refund Completed
RET106003,ORD1058709,CUST110061,PROD10210,2025-03-16,Late delivery,579.5,Refund Completed
RET106004,ORD1058716,CUST119635,PROD10187,2025-12-12,Changed mind,97.5,Refund Completed
RET106005,ORD1058731,CUST122005,PROD10187,2025-10-27,Changed mind,260.0,Refund Completed
RET106006,ORD1058738,CUST100355,PROD10488,2024-10-24,Product damaged,0.0,Rejected
RET106007,ORD1058738,CUST100355,PROD10112,2024-10-21,Product damaged,0.0,Rejected
RET106008,ORD1058742,CUST110007,PROD10207,2025-12-19,Late delivery,683.55,Refund Completed
RET106009,ORD1058742,CUST110007,PROD10508,2025-12-28,Wrong product,915.0,Refund Completed
RET106010,ORD1058747,CUST121975,PROD10488,2025-11-08,Quality issue,0.0,Rejected
RET106011,ORD1058768,CUST115382,PROD10035,2023-12-13,Changed mind,7253.4,Refund Completed
RET106012,ORD1058768,CUST115382,PROD10152,2023-12-11,Size issue,0.0,Pending
RET106013,ORD1058775,CUST112915,PROD10203,2025-01-23,Product damaged,12047.4,Refund Completed
RET106014,ORD1058819,CUST122208,PROD10126,2025-01-20,Product damaged,3530.8,Refund Completed
RET106015,ORD1058819,CUST122208,PROD10503,2025-01-18,Wrong product,0.0,Rejected
RET106016,ORD1058823,CUST109916,PROD10403,2024-11-19,Product damaged,9997.75,Refund Completed
RET106017,ORD1058823,CUST109916,PROD10267,2024-11-29,Quality issue,2000.0,Refund Completed
RET106018,ORD1058831,CUST107672,PROD10417,2025-10-30,Product damaged,7009.2,Refund Completed
RET106019,ORD1058841,CUST116501,PROD10022,2023-05-03,Wrong product,49024.0,Refund Completed
RET106020,ORD1058851,CUST114886,PROD10431,2024-08-16,Late delivery,2778.4,Approved
RET106021,ORD1058862,CUST117150,PROD10193,2025-05-09,Quality issue,0.0,Rejected
RET106022,ORD1058863,CUST108783,PROD10341,2025-06-29,Wrong product,1010.35,Refund Completed
RET106023,ORD1058870,CUST105600,PROD10392,2024-02-15,Size issue,0.0,Pending
RET106024,ORD1058902,CUST122172,PROD10017,2024-04-17,Wrong product,354.0,Refund Completed
RET106025,ORD1058903,CUST118628,PROD10417,2023-06-18,Changed mind,4857.6,Refund Completed
RET106026,ORD1058903,CUST118628,PROD10122,2023-06-10,Size issue,8284.0,Approved
RET106027,ORD1058907,CUST112697,PROD10367,2025-11-27,Late delivery,1983.6,Refund Completed
RET106028,ORD1058915,CUST110233,PROD10211,2025-07-07,Changed mind,960.0,Refund Completed
RET106029,ORD1058930,CUST112531,PROD10169,2025-05-14,Product damaged,990.0,Refund Completed
RET106030,ORD1058959,CUST120021,PROD10164,2024-06-20,Changed mind,315.0,Approved
RET106031,ORD1058965,CUST102519,PROD10130,2025-11-21,Product damaged,2000.0,Refund Completed
RET106032,ORD1058977,CUST107268,PROD10503,2024-12-08,Size issue,3841.0,Refund Completed
RET106033,ORD1058977,CUST107268,PROD10031,2024-12-14,Product damaged,8032.5,Refund Completed
RET106034,ORD1058996,CUST124638,PROD10392,2024-01-11,Size issue,8008.5,Refund Completed
RET106035,ORD1058996,CUST124638,PROD10031,2024-01-08,Product not as expected,0.0,Pending
RET106036,ORD1058996,CUST124638,PROD10316,2024-01-03,Quality issue,0.0,Pending
RET106037,ORD1059010,CUST122228,PROD10116,2024-12-16,Product not as expected,6384.8,Refund Completed
RET106038,ORD1059037,CUST120875,PROD10019,2024-05-04,Size issue,2910.0,Refund Completed
RET106039,ORD1059045,CUST108283,PROD10355,2024-05-16,Changed mind,19992.0,Refund Completed
RET106040,ORD1059045,CUST108283,PROD10297,2024-05-11,Changed mind,418.2,Approved
RET106041,ORD1059045,CUST108283,PROD10248,2024-05-16,Quality issue,0.0,Pending
RET106042,ORD1059045,CUST108283,PROD10177,2024-05-17,Changed mind,10761.0,Refund Completed
RET106043,ORD1059066,CUST104244,PROD10312,2025-04-20,Size issue,0.0,Rejected
