shipment_id,order_id,warehouse_city,delivery_city,shipping_method,dispatch_date,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,delayed_flag
SHIP1052399,ORD1058410,Mumbai,Nagpur,Next-Day,2025-10-19,2025-10-21,2025-10-20,1.0,Delivered,0
SHIP1052400,ORD1058411,Kolkata,Howrah,Same-Day,2024-08-12,2024-08-12,2024-08-14,2.0,Delivered,1
SHIP1052401,ORD1058412,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2024-01-22,2024-01-30,2024-01-29,7.0,Delivered,0
SHIP1052402,ORD1058413,Hyderabad,Warangal,Express,2024-07-09,2024-07-11,2024-07-10,1.0,Delivered,0
SHIP1052403,ORD1058415,Chennai,Chennai,Standard,2024-06-02,2024-06-06,2024-06-05,3.0,Delivered,0
SHIP1052404,ORD1058416,Bengaluru,Bengaluru,Standard,2025-09-11,2025-09-15,2025-09-15,4.0,Delivered,0
SHIP1052405,ORD1058417,Hyderabad,Hyderabad,Standard,2025-10-06,2025-10-10,2025-10-09,3.0,Delivered,0
SHIP1052406,ORD1058418,Mumbai,Mumbai,Standard,2025-11-04,2025-11-08,2025-11-09,5.0,Delivered,1
SHIP1052407,ORD1058419,Ahmedabad,Jaipur,Standard,2025-03-10,2025-03-14,2025-03-16,6.0,Delivered,1
SHIP1052408,ORD1058420,Ahmedabad,Ahmedabad,Express,2025-11-16,2025-11-18,2025-11-18,2.0,Delivered,0
SHIP1052409,ORD1058421,Hyderabad,Hyderabad,Express,2025-08-29,2025-08-31,2025-09-01,3.0,Delivered,1
SHIP1052410,ORD1058422,Delhi-NCR (Gurugram),Kanpur,Next-Day,2024-08-14,2024-08-16,2024-08-15,1.0,Delivered then Returned,0
SHIP1052411,ORD1058423,Kolkata,Kolkata,Next-Day,2025-11-15,2025-11-17,2025-11-19,4.0,Delivered,1
SHIP1052412,ORD1058424,Hyderabad,Hyderabad,Next-Day,2024-01-12,2024-01-14,2024-01-14,2.0,Delivered,0
SHIP1052413,ORD1058425,Chennai,Coimbatore,Economy/Surface,2024-03-11,2024-03-19,2024-03-20,9.0,Delivered then Returned,1
SHIP1052414,ORD1058426,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2023-11-25,2023-12-03,2023-12-02,7.0,Delivered,0
SHIP1052415,ORD1058427,Mumbai,Indore,Express,2024-11-08,2024-11-10,2024-11-11,3.0,Delivered,1
SHIP1052416,ORD1058428,Mumbai,Nagpur,Economy/Surface,2024-06-05,2024-06-13,2024-06-14,9.0,Delivered,1
SHIP1052417,ORD1058429,Delhi-NCR (Gurugram),Lucknow,Standard,2025-06-07,2025-06-11,2025-06-10,3.0,Delivered,0
SHIP1052418,ORD1058430,Delhi-NCR (Gurugram),Kanpur,Next-Day,2025-10-29,2025-10-31,2025-10-30,1.0,Delivered,0
SHIP1052419,ORD1058431,Ahmedabad,Jodhpur,Express,2025-12-23,2025-12-25,2025-12-26,3.0,Delivered,1
SHIP1052420,ORD1058432,Ahmedabad,Surat,Standard,2023-07-30,2023-08-03,2023-08-03,4.0,Delivered,0
SHIP1052421,ORD1058434,Delhi-NCR (Gurugram),Lucknow,Same-Day,2023-07-25,2023-07-25,2023-07-26,1.0,Delivered,1
SHIP1052422,ORD1058435,Ahmedabad,Vadodara,Standard,2023-05-05,2023-05-09,2023-05-08,3.0,Delivered,0
SHIP1052423,ORD1058436,Chennai,Coimbatore,Express,2025-06-05,2025-06-07,2025-06-07,2.0,Delivered,0
SHIP1052424,ORD1058437,Bengaluru,Mysuru,Standard,2025-02-09,2025-02-13,2025-02-15,6.0,Delivered,1
SHIP1052425,ORD1058438,Delhi-NCR (Gurugram),Ludhiana,Express,2025-12-22,2025-12-24,2025-12-23,1.0,Delivered,0
SHIP1052426,ORD1058439,Delhi-NCR (Gurugram),Kanpur,Standard,2025-10-27,2025-10-31,,,Cancelled in Transit,0
SHIP1052427,ORD1058440,Delhi-NCR (Gurugram),Faridabad,Standard,2023-06-25,2023-06-29,2023-07-01,6.0,Delivered,1
SHIP1052428,ORD1058441,Ahmedabad,Ahmedabad,Standard,2024-03-18,2024-03-22,2024-03-24,6.0,Delivered,1
SHIP1052429,ORD1058442,Ahmedabad,Jodhpur,Economy/Surface,2024-05-23,2024-05-31,2024-05-28,5.0,Delivered,0
SHIP1052430,ORD1058443,Ahmedabad,Surat,Same-Day,2024-01-04,2024-01-04,2024-01-05,1.0,Delivered,1
SHIP1052431,ORD1058444,Delhi-NCR (Gurugram),Gurugram,Standard,2023-03-15,2023-03-19,2023-03-21,6.0,Delivered,1
SHIP1052432,ORD1058445,Delhi-NCR (Gurugram),Lucknow,Express,2024-03-19,2024-03-21,2024-03-25,6.0,Delivered,1
SHIP1052433,ORD1058446,Delhi-NCR (Gurugram),Kanpur,Standard,2024-01-11,2024-01-15,2024-01-14,3.0,Delivered,0
SHIP1052434,ORD1058447,Hyderabad,Visakhapatnam,Express,2023-10-18,2023-10-20,2023-10-19,1.0,Delivered,0
SHIP1052435,ORD1058448,Kolkata,Howrah,Standard,2023-06-05,2023-06-09,2023-06-08,3.0,Delivered,0
SHIP1052436,ORD1058449,Hyderabad,Vijayawada,Express,2024-11-14,2024-11-16,2024-11-16,2.0,Delivered,0
SHIP1052437,ORD1058450,Ahmedabad,Ahmedabad,Standard,2023-08-08,2023-08-12,2023-08-12,4.0,Delivered,0
SHIP1052438,ORD1058451,Bengaluru,Mysuru,Economy/Surface,2025-01-15,2025-01-23,2025-01-25,10.0,Delivered,1
SHIP1052439,ORD1058452,Chennai,Thiruvananthapuram,Standard,2023-08-03,2023-08-07,2023-08-07,4.0,Delivered,0
SHIP1052440,ORD1058453,Ahmedabad,Jodhpur,Standard,2025-08-03,2025-08-07,2025-08-07,4.0,Delivered,0
SHIP1052441,ORD1058454,Mumbai,Indore,Standard,2025-09-19,2025-09-23,2025-09-24,5.0,Delivered,1
SHIP1052442,ORD1058455,Bengaluru,Mysuru,Economy/Surface,2023-07-22,2023-07-30,2023-08-01,10.0,Delivered,1
SHIP1052443,ORD1058457,Hyderabad,Warangal,Economy/Surface,2025-05-02,2025-05-10,2025-05-12,10.0,Delivered,1
SHIP1052444,ORD1058458,Ahmedabad,Jaipur,Economy/Surface,2023-08-04,2023-08-12,2023-08-10,6.0,Delivered,0
SHIP1052445,ORD1058460,Delhi-NCR (Gurugram),Gurugram,Economy/Surface,2023-10-31,2023-11-08,2023-11-09,9.0,Delivered,1
SHIP1052446,ORD1058461,Ahmedabad,Jaipur,Express,2024-05-06,2024-05-08,2024-05-08,2.0,Delivered,0
SHIP1052447,ORD1058462,Hyderabad,Warangal,Next-Day,2024-10-20,2024-10-22,2024-10-25,5.0,Delivered,1
SHIP1052448,ORD1058463,Kolkata,Patna,Standard,2023-12-15,2023-12-19,2023-12-19,4.0,Delivered,0
SHIP1052449,ORD1058464,Kolkata,Patna,Economy/Surface,2024-12-20,2024-12-28,2024-12-28,8.0,Delivered,0
SHIP1052450,ORD1058465,Mumbai,Nagpur,Standard,2023-08-31,2023-09-04,2023-09-03,3.0,Delivered,0
SHIP1052451,ORD1058466,Ahmedabad,Vadodara,Next-Day,2024-02-16,2024-02-18,2024-02-18,2.0,Delivered,0
SHIP1052452,ORD1058467,Mumbai,Nagpur,Standard,2025-12-18,2025-12-22,2025-12-23,5.0,Delivered,1
SHIP1052453,ORD1058468,Ahmedabad,Ahmedabad,Next-Day,2025-11-19,2025-11-21,2025-11-20,1.0,Delivered,0
SHIP1052454,ORD1058469,Mumbai,Bhopal,Standard,2023-04-06,2023-04-10,2023-04-11,5.0,Delivered,1
SHIP1052455,ORD1058470,Ahmedabad,Jaipur,Standard,2025-01-21,2025-01-25,2025-01-24,3.0,Delivered,0
SHIP1052456,ORD1058471,Mumbai,Indore,Economy/Surface,2024-06-13,2024-06-21,2024-06-18,5.0,Delivered,0
SHIP1052457,ORD1058472,Ahmedabad,Ahmedabad,Economy/Surface,2025-10-16,2025-10-24,2025-10-23,7.0,Delivered,0
SHIP1052458,ORD1058473,Delhi-NCR (Gurugram),Gurugram,Standard,2024-08-07,2024-08-11,2024-08-11,4.0,Delivered,0
SHIP1052459,ORD1058474,Bengaluru,Bengaluru,Next-Day,2025-12-13,2025-12-15,2025-12-15,2.0,Delivered,0
SHIP1052460,ORD1058475,Ahmedabad,Vadodara,Express,2025-10-24,2025-10-26,2025-10-26,2.0,Delivered,0
SHIP1052461,ORD1058476,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2025-11-28,2025-12-06,2025-12-09,11.0,Delivered,1
SHIP1052462,ORD1058477,Hyderabad,Visakhapatnam,Next-Day,2025-10-27,2025-10-29,2025-10-28,1.0,Delivered,0
SHIP1052463,ORD1058478,Hyderabad,Visakhapatnam,Standard,2024-08-31,2024-09-04,2024-09-06,6.0,Delivered,1
SHIP1052464,ORD1058480,Delhi-NCR (Gurugram),Lucknow,Same-Day,2023-06-03,2023-06-03,2023-06-04,1.0,Delivered,1
SHIP1052465,ORD1058481,Bengaluru,Mysuru,Economy/Surface,2025-09-09,2025-09-17,2025-09-18,9.0,Delivered,1
SHIP1052466,ORD1058482,Mumbai,Nagpur,Next-Day,2025-06-06,2025-06-08,2025-06-07,1.0,Delivered,0
SHIP1052467,ORD1058483,Mumbai,Indore,Same-Day,2025-08-27,2025-08-27,2025-08-28,1.0,Delivered,1
SHIP1052468,ORD1058484,Delhi-NCR (Gurugram),Noida,Next-Day,2023-05-04,2023-05-06,2023-05-05,1.0,Delivered,0
SHIP1052469,ORD1058485,Ahmedabad,Vadodara,Economy/Surface,2025-11-15,2025-11-23,2025-11-21,6.0,Delivered then Returned,0
SHIP1052470,ORD1058486,Delhi-NCR (Gurugram),Lucknow,Standard,2025-02-28,2025-03-04,,,Cancelled in Transit,0
SHIP1052471,ORD1058487,Hyderabad,Vijayawada,Economy/Surface,2023-09-20,2023-09-28,2023-09-26,6.0,Delivered,0
SHIP1052472,ORD1058488,Mumbai,Pune,Economy/Surface,2025-07-20,2025-07-28,2025-07-28,8.0,Delivered,0
SHIP1052473,ORD1058489,Ahmedabad,Ahmedabad,Next-Day,2023-09-01,2023-09-03,2023-09-03,2.0,Delivered,0
SHIP1052474,ORD1058490,Kolkata,Kolkata,Standard,2024-05-20,2024-05-24,2024-05-26,6.0,Delivered,1
SHIP1052475,ORD1058491,Ahmedabad,Ahmedabad,Standard,2024-02-03,2024-02-07,,,Cancelled in Transit,0
SHIP1052476,ORD1058492,Bengaluru,Bengaluru,Express,2024-11-20,2024-11-22,2024-11-23,3.0,Delivered,1
SHIP1052477,ORD1058493,Chennai,Thiruvananthapuram,Standard,2025-11-05,2025-11-09,2025-11-08,3.0,Delivered then Returned,0
SHIP1052478,ORD1058494,Chennai,Coimbatore,Standard,2025-12-16,2025-12-20,2025-12-21,5.0,Delivered,1
SHIP1052479,ORD1058496,Mumbai,Mumbai,Next-Day,2025-11-18,2025-11-20,2025-11-19,1.0,Delivered,0
SHIP1052480,ORD1058497,Bengaluru,Bengaluru,Standard,2025-04-29,2025-05-03,2025-05-03,4.0,Delivered,0
SHIP1052481,ORD1058498,Hyderabad,Vijayawada,Express,2023-05-15,2023-05-17,2023-05-17,2.0,Delivered,0
SHIP1052482,ORD1058499,Chennai,Chennai,Next-Day,2025-06-30,2025-07-02,2025-07-02,2.0,Delivered then Returned,0
SHIP1052483,ORD1058500,Delhi-NCR (Gurugram),Amritsar,Next-Day,2025-07-20,2025-07-22,2025-07-22,2.0,Delivered,0
SHIP1052484,ORD1058501,Ahmedabad,Jodhpur,Next-Day,2024-10-02,2024-10-04,2024-10-05,3.0,Delivered,1
SHIP1052485,ORD1058502,Mumbai,Pune,Next-Day,2025-03-24,2025-03-26,2025-03-25,1.0,Delivered,0
SHIP1052486,ORD1058503,Mumbai,Bhopal,Standard,2025-07-08,2025-07-12,2025-07-12,4.0,Delivered then Returned,0
SHIP1052487,ORD1058504,Chennai,Coimbatore,Economy/Surface,2025-08-16,2025-08-24,2025-08-23,7.0,Delivered,0
SHIP1052488,ORD1058505,Chennai,Thiruvananthapuram,Express,2024-12-09,2024-12-11,2024-12-12,3.0,Delivered,1
SHIP1052489,ORD1058506,Delhi-NCR (Gurugram),Amritsar,Standard,2023-03-31,2023-04-04,2023-04-03,3.0,Delivered,0
SHIP1052490,ORD1058508,Ahmedabad,Ahmedabad,Standard,2023-11-11,2023-11-15,2023-11-15,4.0,Delivered,0
SHIP1052491,ORD1058509,Kolkata,Kolkata,Economy/Surface,2024-07-31,2024-08-08,2024-08-09,9.0,Delivered then Returned,1
SHIP1052492,ORD1058510,Ahmedabad,Surat,Express,2025-03-08,2025-03-10,2025-03-15,7.0,Delivered,1
SHIP1052493,ORD1058512,Mumbai,Mumbai,Standard,2025-08-07,2025-08-11,2025-08-13,6.0,Delivered,1
SHIP1052494,ORD1058513,Ahmedabad,Ahmedabad,Standard,2023-07-07,2023-07-11,2023-07-11,4.0,Delivered,0
SHIP1052495,ORD1058514,Mumbai,Pune,Standard,2024-12-07,2024-12-11,2024-12-12,5.0,Delivered,1
SHIP1052496,ORD1058515,Chennai,Thiruvananthapuram,Express,2025-06-27,2025-06-29,2025-06-29,2.0,Delivered,0
SHIP1052497,ORD1058517,Chennai,Coimbatore,Economy/Surface,2025-01-30,2025-02-07,2025-02-09,10.0,Delivered,1
SHIP1052498,ORD1058518,Kolkata,Kolkata,Standard,2023-11-30,2023-12-04,2023-12-05,5.0,Delivered,1
SHIP1052499,ORD1058519,Ahmedabad,Vadodara,Standard,2025-12-07,2025-12-11,2025-12-14,7.0,Delivered then Returned,1
SHIP1052500,ORD1058520,Chennai,Coimbatore,Standard,2024-08-30,2024-09-03,2024-09-04,5.0,Delivered,1
SHIP1052501,ORD1058521,Delhi-NCR (Gurugram),Kanpur,Standard,2025-04-23,2025-04-27,2025-04-26,3.0,Delivered,0
SHIP1052502,ORD1058522,Mumbai,Nagpur,Economy/Surface,2023-10-20,2023-10-28,2023-10-31,11.0,Delivered,1
SHIP1052503,ORD1058523,Delhi-NCR (Gurugram),Noida,Standard,2024-09-22,2024-09-26,2024-09-25,3.0,Delivered,0
SHIP1052504,ORD1058524,Ahmedabad,Jaipur,Standard,2025-01-31,2025-02-04,2025-02-06,6.0,Delivered,1
SHIP1052505,ORD1058525,Hyderabad,Warangal,Standard,2024-07-29,2024-08-02,2024-08-04,6.0,Delivered,1
SHIP1052506,ORD1058527,Hyderabad,Hyderabad,Same-Day,2024-04-07,2024-04-07,2024-04-07,0.0,Delivered,0
SHIP1052507,ORD1058528,Ahmedabad,Jodhpur,Economy/Surface,2025-08-29,2025-09-06,2025-09-06,8.0,Delivered,0
SHIP1052508,ORD1058529,Chennai,Chennai,Standard,2025-01-25,2025-01-29,2025-01-31,6.0,Delivered,1
SHIP1052509,ORD1058531,Delhi-NCR (Gurugram),Gurugram,Next-Day,2024-10-03,2024-10-05,2024-10-04,1.0,Delivered,0
SHIP1052510,ORD1058533,Delhi-NCR (Gurugram),Faridabad,Express,2025-10-30,2025-11-01,2025-11-02,3.0,Delivered,1
SHIP1052511,ORD1058534,Ahmedabad,Ahmedabad,Express,2025-11-28,2025-11-30,2025-12-01,3.0,Delivered,1
SHIP1052512,ORD1058535,Mumbai,Pune,Next-Day,2024-10-11,2024-10-13,2024-10-13,2.0,Delivered,0
SHIP1052513,ORD1058536,Kolkata,Kolkata,Standard,2023-07-26,2023-07-30,2023-08-01,6.0,Delivered,1
SHIP1052514,ORD1058537,Mumbai,Bhopal,Economy/Surface,2023-04-18,2023-04-26,,,Cancelled in Transit,0
SHIP1052515,ORD1058538,Mumbai,Mumbai,Standard,2023-11-18,2023-11-22,2023-11-22,4.0,Delivered,0
SHIP1052516,ORD1058539,Delhi-NCR (Gurugram),Noida,Standard,2023-04-04,2023-04-08,2023-04-10,6.0,Delivered,1
SHIP1052517,ORD1058540,Delhi-NCR (Gurugram),Amritsar,Express,2025-02-18,2025-02-20,2025-02-21,3.0,Delivered,1
SHIP1052518,ORD1058542,Chennai,Chennai,Next-Day,2024-02-01,2024-02-03,2024-02-02,1.0,Delivered,0
SHIP1052519,ORD1058543,Delhi-NCR (Gurugram),New Delhi,Standard,2025-08-20,2025-08-24,2025-08-26,6.0,Delivered,1
SHIP1052520,ORD1058544,Delhi-NCR (Gurugram),Lucknow,Standard,2023-06-29,2023-07-03,2023-07-04,5.0,Delivered,1
SHIP1052521,ORD1058545,Chennai,Coimbatore,Standard,2025-09-24,2025-09-28,2025-09-29,5.0,Delivered,1
SHIP1052522,ORD1058546,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-04-15,2025-04-19,2025-04-18,3.0,Delivered,0
SHIP1052523,ORD1058547,Ahmedabad,Jodhpur,Standard,2025-08-15,2025-08-19,2025-08-20,5.0,Delivered then Returned,1
SHIP1052524,ORD1058548,Hyderabad,Hyderabad,Express,2023-09-30,2023-10-02,2023-10-02,2.0,Delivered,0
SHIP1052525,ORD1058549,Bengaluru,Mysuru,Express,2025-10-11,2025-10-13,2025-10-12,1.0,Delivered,0
SHIP1052526,ORD1058550,Delhi-NCR (Gurugram),Ludhiana,Standard,2023-07-25,2023-07-29,2023-07-31,6.0,Delivered,1
SHIP1052527,ORD1058551,Kolkata,Howrah,Express,2025-12-09,2025-12-11,2025-12-12,3.0,Delivered,1
SHIP1052528,ORD1058553,Chennai,Chennai,Next-Day,2024-02-27,2024-02-29,2024-02-29,2.0,Delivered,0
SHIP1052529,ORD1058554,Hyderabad,Warangal,Economy/Surface,2023-10-31,2023-11-08,2023-11-10,10.0,Delivered,1
SHIP1052530,ORD1058555,Delhi-NCR (Gurugram),Noida,Standard,2024-07-17,2024-07-21,2024-07-22,5.0,Delivered,1
SHIP1052531,ORD1058556,Delhi-NCR (Gurugram),Gurugram,Standard,2025-10-11,2025-10-15,2025-10-17,6.0,Delivered,1
SHIP1052532,ORD1058557,Mumbai,Bhopal,Standard,2025-04-10,2025-04-14,2025-04-16,6.0,Delivered,1
SHIP1052533,ORD1058558,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-07-22,2025-07-26,2025-07-26,4.0,Delivered then Returned,0
SHIP1052534,ORD1058559,Bengaluru,Bengaluru,Express,2025-04-05,2025-04-07,2025-04-10,5.0,Delivered,1
SHIP1052535,ORD1058560,Ahmedabad,Jaipur,Standard,2025-12-07,2025-12-11,2025-12-12,5.0,Delivered,1
SHIP1052536,ORD1058561,Mumbai,Bhopal,Standard,2025-09-15,2025-09-19,2025-09-19,4.0,Delivered,0
SHIP1052537,ORD1058562,Delhi-NCR (Gurugram),Gurugram,Standard,2024-01-04,2024-01-08,2024-01-08,4.0,Delivered,0
SHIP1052538,ORD1058563,Chennai,Coimbatore,Next-Day,2025-11-05,2025-11-07,2025-11-08,3.0,Delivered,1
SHIP1052539,ORD1058564,Hyderabad,Vijayawada,Standard,2025-04-02,2025-04-06,2025-04-06,4.0,Delivered,0
SHIP1052540,ORD1058565,Bengaluru,Bengaluru,Standard,2024-01-15,2024-01-19,2024-01-21,6.0,Delivered,1
SHIP1052541,ORD1058566,Mumbai,Nagpur,Standard,2024-03-03,2024-03-07,2024-03-09,6.0,Delivered,1
SHIP1052542,ORD1058567,Delhi-NCR (Gurugram),Amritsar,Economy/Surface,2023-12-22,2023-12-30,2023-12-27,5.0,Delivered,0
SHIP1052543,ORD1058568,Mumbai,Mumbai,Standard,2024-12-29,2025-01-02,2025-01-08,10.0,Delivered,1
SHIP1052544,ORD1058569,Ahmedabad,Ahmedabad,Economy/Surface,2025-08-17,2025-08-25,2025-08-26,9.0,Delivered,1
SHIP1052545,ORD1058570,Chennai,Kochi,Standard,2025-07-12,2025-07-16,2025-07-16,4.0,Delivered,0
SHIP1052546,ORD1058571,Ahmedabad,Ahmedabad,Standard,2025-10-24,2025-10-28,2025-10-30,6.0,Delivered,1
SHIP1052547,ORD1058572,Ahmedabad,Surat,Standard,2025-08-11,2025-08-15,2025-08-16,5.0,Delivered,1
SHIP1052548,ORD1058573,Mumbai,Nagpur,Standard,2025-06-14,2025-06-18,2025-06-20,6.0,Delivered,1
SHIP1052549,ORD1058574,Ahmedabad,Vadodara,Standard,2023-10-23,2023-10-27,2023-10-26,3.0,Delivered,0
SHIP1052550,ORD1058575,Ahmedabad,Vadodara,Standard,2023-06-09,2023-06-13,2023-06-14,5.0,Delivered,1
SHIP1052551,ORD1058576,Ahmedabad,Surat,Standard,2023-09-11,2023-09-15,2023-09-14,3.0,Delivered then Returned,0
SHIP1052552,ORD1058577,Delhi-NCR (Gurugram),Noida,Express,2025-12-24,2025-12-26,2025-12-27,3.0,Delivered,1
SHIP1052553,ORD1058578,Delhi-NCR (Gurugram),Amritsar,Same-Day,2025-06-10,2025-06-10,2025-06-10,0.0,Delivered,0
SHIP1052554,ORD1058579,Chennai,Coimbatore,Standard,2024-12-23,2024-12-27,2024-12-29,6.0,Delivered,1
SHIP1052555,ORD1058580,Hyderabad,Warangal,Standard,2024-03-05,2024-03-09,2024-03-10,5.0,Delivered,1
SHIP1052556,ORD1058581,Mumbai,Mumbai,Standard,2024-03-28,2024-04-01,2024-03-31,3.0,Delivered,0
SHIP1052557,ORD1058582,Chennai,Thiruvananthapuram,Standard,2025-07-18,2025-07-22,,,Cancelled in Transit,0
SHIP1052558,ORD1058583,Mumbai,Pune,Economy/Surface,2025-10-07,2025-10-15,2025-10-14,7.0,Delivered then Returned,0
SHIP1052559,ORD1058584,Chennai,Coimbatore,Economy/Surface,2023-09-18,2023-09-26,2023-09-27,9.0,Delivered,1
SHIP1052560,ORD1058585,Bengaluru,Bengaluru,Economy/Surface,2023-10-07,2023-10-15,2023-10-16,9.0,Delivered,1
SHIP1052561,ORD1058586,Mumbai,Bhopal,Standard,2025-04-05,2025-04-09,2025-04-09,4.0,Delivered,0
SHIP1052562,ORD1058589,Mumbai,Bhopal,Next-Day,2024-04-08,2024-04-10,2024-04-10,2.0,Delivered,0
SHIP1052563,ORD1058590,Ahmedabad,Jodhpur,Next-Day,2025-11-27,2025-11-29,2025-11-28,1.0,Delivered,0
SHIP1052564,ORD1058591,Chennai,Kochi,Standard,2025-07-26,2025-07-30,2025-07-31,5.0,Delivered,1
SHIP1052565,ORD1058592,Delhi-NCR (Gurugram),Ludhiana,Standard,2024-01-03,2024-01-07,2024-01-09,6.0,Delivered,1
SHIP1052566,ORD1058593,Delhi-NCR (Gurugram),Gurugram,Standard,2024-05-31,2024-06-04,2024-06-03,3.0,Delivered then Returned,0
SHIP1052567,ORD1058594,Ahmedabad,Ahmedabad,Economy/Surface,2025-07-10,2025-07-18,2025-07-19,9.0,Delivered,1
SHIP1052568,ORD1058596,Mumbai,Pune,Standard,2023-12-15,2023-12-19,2023-12-20,5.0,Delivered,1
SHIP1052569,ORD1058597,Hyderabad,Hyderabad,Standard,2023-05-26,2023-05-30,2023-05-31,5.0,Delivered,1
SHIP1052570,ORD1058598,Mumbai,Nagpur,Express,2025-03-28,2025-03-30,2025-03-29,1.0,Delivered then Returned,0
SHIP1052571,ORD1058599,Chennai,Chennai,Standard,2024-11-10,2024-11-14,2024-11-14,4.0,Delivered,0
SHIP1052572,ORD1058600,Hyderabad,Visakhapatnam,Express,2024-08-13,2024-08-15,2024-08-14,1.0,Delivered,0
SHIP1052573,ORD1058601,Delhi-NCR (Gurugram),Amritsar,Standard,2025-02-22,2025-02-26,2025-02-28,6.0,Delivered,1
SHIP1052574,ORD1058602,Bengaluru,Mysuru,Express,2023-07-20,2023-07-22,2023-07-22,2.0,Delivered,0
SHIP1052575,ORD1058603,Bengaluru,Mysuru,Economy/Surface,2025-08-11,2025-08-19,2025-08-21,10.0,Delivered,1
SHIP1052576,ORD1058604,Delhi-NCR (Gurugram),Ludhiana,Standard,2023-06-15,2023-06-19,2023-06-18,3.0,Delivered,0
SHIP1052577,ORD1058605,Kolkata,Kolkata,Standard,2025-01-11,2025-01-15,2025-01-20,9.0,Delivered,1
SHIP1052578,ORD1058607,Delhi-NCR (Gurugram),Kanpur,Standard,2023-03-09,2023-03-13,2023-03-14,5.0,Delivered,1
SHIP1052579,ORD1058608,Bengaluru,Bengaluru,Same-Day,2023-09-12,2023-09-12,2023-09-12,0.0,Delivered,0
SHIP1052580,ORD1058609,Chennai,Coimbatore,Standard,2023-02-09,2023-02-13,2023-02-15,6.0,Delivered,1
SHIP1052581,ORD1058610,Hyderabad,Visakhapatnam,Standard,2025-12-22,2025-12-26,2025-12-28,6.0,Delivered,1
SHIP1052582,ORD1058611,Delhi-NCR (Gurugram),Faridabad,Express,2024-04-08,2024-04-10,2024-04-11,3.0,Delivered,1
SHIP1052583,ORD1058612,Chennai,Kochi,Same-Day,2025-06-30,2025-06-30,2025-07-01,1.0,Delivered,1
SHIP1052584,ORD1058613,Chennai,Thiruvananthapuram,Standard,2023-11-29,2023-12-03,2023-12-03,4.0,Delivered,0
SHIP1052585,ORD1058614,Ahmedabad,Surat,Next-Day,2023-09-29,2023-10-01,2023-10-01,2.0,Delivered then Returned,0
SHIP1052586,ORD1058615,Chennai,Kochi,Standard,2025-11-28,2025-12-02,2025-12-02,4.0,Delivered,0
SHIP1052587,ORD1058616,Chennai,Coimbatore,Standard,2025-08-15,2025-08-19,2025-08-18,3.0,Delivered,0
SHIP1052588,ORD1058617,Hyderabad,Hyderabad,Express,2023-05-07,2023-05-09,2023-05-08,1.0,Delivered,0
SHIP1052589,ORD1058618,Hyderabad,Warangal,Standard,2025-10-23,2025-10-27,2025-10-27,4.0,Delivered,0
SHIP1052590,ORD1058619,Ahmedabad,Jodhpur,Economy/Surface,2023-09-19,2023-09-27,2023-09-25,6.0,Delivered,0
SHIP1052591,ORD1058620,Delhi-NCR (Gurugram),Faridabad,Economy/Surface,2024-01-18,2024-01-26,2024-01-26,8.0,Delivered,0
SHIP1052592,ORD1058622,Kolkata,Patna,Standard,2025-10-23,2025-10-27,2025-10-27,4.0,Delivered,0
SHIP1052593,ORD1058623,Bengaluru,Bengaluru,Next-Day,2024-11-20,2024-11-22,2024-11-21,1.0,Delivered,0
SHIP1052594,ORD1058624,Bengaluru,Bengaluru,Standard,2024-08-16,2024-08-20,2024-08-21,5.0,Delivered,1
SHIP1052595,ORD1058625,Hyderabad,Hyderabad,Standard,2025-04-04,2025-04-08,2025-04-08,4.0,Delivered,0
SHIP1052596,ORD1058626,Delhi-NCR (Gurugram),Faridabad,Economy/Surface,2025-03-29,2025-04-06,2025-04-05,7.0,Delivered,0
SHIP1052597,ORD1058627,Mumbai,Nagpur,Next-Day,2025-12-23,2025-12-25,2025-12-25,2.0,Delivered,0
SHIP1052598,ORD1058628,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2024-05-12,2024-05-20,,,Cancelled in Transit,0
SHIP1052599,ORD1058630,Delhi-NCR (Gurugram),Kanpur,Standard,2025-10-07,2025-10-11,2025-10-13,6.0,Delivered,1
SHIP1052600,ORD1058631,Hyderabad,Warangal,Standard,2023-07-09,2023-07-13,2023-07-12,3.0,Delivered,0
SHIP1052601,ORD1058632,Delhi-NCR (Gurugram),Amritsar,Express,2025-06-15,2025-06-17,2025-06-18,3.0,Delivered,1
SHIP1052602,ORD1058633,Mumbai,Mumbai,Economy/Surface,2023-03-15,2023-03-23,2023-03-25,10.0,Delivered,1
SHIP1052603,ORD1058634,Delhi-NCR (Gurugram),Ludhiana,Standard,2024-10-09,2024-10-13,2024-10-15,6.0,Delivered then Returned,1
SHIP1052604,ORD1058635,Ahmedabad,Ahmedabad,Next-Day,2024-04-07,2024-04-09,2024-04-09,2.0,Delivered,0
SHIP1052605,ORD1058636,Kolkata,Howrah,Standard,2024-05-14,2024-05-18,2024-05-20,6.0,Delivered,1
SHIP1052606,ORD1058637,Hyderabad,Vijayawada,Express,2025-05-05,2025-05-07,2025-05-06,1.0,Delivered,0
